x,y
-2.766207224215230021e+00,7.365738699901021834e-03
-2.760174056877791937e+00,7.492803735026531964e-03
-2.754140889540354298e+00,7.621993628303698649e-03
-2.748107722202916658e+00,7.753342334461364727e-03
-2.742074554865478575e+00,7.886883736066529690e-03
-2.736041387528040936e+00,8.022653969902563895e-03
-2.730008220190603296e+00,8.160688509615139294e-03
-2.723975052853165213e+00,8.301022353024094247e-03
-2.717941885515727574e+00,8.443692583932370377e-03
-2.711908718178289490e+00,8.588736309287393900e-03
-2.705875550840851851e+00,8.736191182634495123e-03
-2.699842383503414212e+00,8.886100941306844178e-03
-2.693809216165976128e+00,9.038493583990916264e-03
-2.687776048828538489e+00,9.193413706300808744e-03
-2.681742881491100849e+00,9.350901220856452922e-03
-2.675709714153662766e+00,9.510996622555212970e-03
-2.669676546816225127e+00,9.673733213932641031e-03
